time,project,idea,platform,format,duration,style,mood,cinema_score,viral_score,uploaded_files
2026-05-28 20:14:03,white_tiger_moonlight,một con hổ trắng bước trong tuyết dưới ánh trăng,Veo 3,YouTube 16:9,5 giây,Hollywood Cinematic,Emotional,90,95,20260527_140556_689aeeac_visible_video_5c19d6541066.mp4
